number,title,detail_url,dozierende
063-0805-25L,History and Theory in Architecture IX: 1990s Theories that Inspired Architecture,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=195487&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,"C. Nuijsink, M. Novas Ferradas"
052-0669-25L,Lehmbau Workshop,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=197478&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,I. Hischier
066-0425-00L,Integrated Design MIBS,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=194052&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,"A. Schlüter, Z. Shi"
101-0531-00L,Digital Creativity for Circular Construction,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=194830&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,C. De Wolf
066-0431-00L,Semester Project MIBS,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=193403&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,
066-0434-00L,Master's Thesis,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=193109&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,
061-0101-00L,Climate / Water / Soil,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=193080&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,"A. Grigg, H. Joos, P. Molnar, S. Di Bert, S. Dötterl, M. G. Fellin, A. Frossard, L. Gobatti, N. Gruber, J. P. Leitão Correia, V. Picotti, J. Riboldi, C. Steger"
061-0103-00L,Plant Ecology,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=192546&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,"T. Galí-Izard, A. Gessler, M. Lévesque, J. Luster, C. A. Medina Novoa, A. Rudow, V. Vitali, T. M. Wohlgemuth"
061-0105-00L,Plant Systematics I,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=192822&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,S. Hassold
061-0107-00L,Materials and Construction I,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=193029&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,"T. Galí-Izard, I. I. Sklavounos"
061-0109-00L,History and Theory of Landscape Architecture I,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=192886&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,A. Bucher
061-0111-00L,Ethics in Landscape Architecture,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=192884&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,
061-0113-00L,Digital Design Methods I,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=194531&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,Z. Ma
061-0120-00L,Digital Design Methods III,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=196298&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,"T. Galí-Izard, M. Vollmer"
052-0739-00L,Slow Water: Exploring Keyline Designs in Switzerland,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=195820&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,S. Breit
102-0287-00L,River Basin Erosion,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=193759&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,P. Molnar
064-0017-00L,More-Than Methodologies: Explorations in Landscape and Urban Research,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=195739&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,N. Tümerdem Medaric
052-0813-25L,"History, Criticism and Theory in Architecture: “Architecture and the Environment: A History",https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=195384&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,"L. Stalder, L. Groen"
052-0731-25L,"Global Housing Issues, Challenges and Strategies",https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=195383&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,J. E. Duyne Barenstein
052-0715-25L,Topology,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=196638&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,"M. Vollmer, P. Urech"
103-0347-00L,Landscape Planning and Environmental Systems,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=192752&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,A. Grêt-Regamey
751-2105-00L,Political Ecology of Food and Agriculture,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=194055&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,J. Jacobi
701-0019-00L,Readings in Environmental Thinking,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=193401&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,J. Ghazoul
701-0553-00L,Landscape Ecology,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=192920&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,"L. Pellissier, F. Fopp, S. Gradinaru"
701-1257-00L,European Climate Change,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=193174&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,"E. Fischer, J. Rajczak, S. C. Scherrer"
851-0056-00L,Ethics of Nature,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=195279&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,T. Lobo
701-1453-00L,Ecological Assessment and Evaluation,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=194042&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,F. Knaus
701-1343-00L,Soil-Plant Water Relations,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=192501&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,A. Carminati
061-0141-00L,Foundation Studio I,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=194456&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,"T. Galí-Izard, C. L. Turett"
061-0143-00L,Advanced Studio,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=196718&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,J. A. Ribeiro Ferreira Nunes
061-0153-00L,Praktikumsbericht,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=193524&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,T. Galí-Izard
052-0151-25L,Seminar Week Autumn Semester 2025,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=195302&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,M. Voser
061-0900-00L,Master's Thesis,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=194072&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,
069-0001-00L,Digital Foundations,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=192745&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,"B. Dillenburger, F. Gramazio, M. Kohler"
079-0251-00L,Digital Heritage,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=193481&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,"S. Langenberg, O. Kasap"
079-0200-00L,Nachhaltige Bestandsentwicklung,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=194132&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,"S. Langenberg, F. Kastner"
079-0250-00L,Institutionen der Denkmalpflege in der Schweiz,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=193459&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,"R. Rehm, R. Frandsen, S. M. Schlachetzki"
079-0252-00L,Zukunft des Bestands,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=193501&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,"S. Langenberg, J. Fink"
063-0965-00L,Denkmäler der Zukunft,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=195743&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,S. Langenberg
079-0253-00L,Future Monuments - Vertiefung,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=197078&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,S. Langenberg
052-0913-25L,Denkmalpflege: Schatzalp Keepsake,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=195398&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,S. Langenberg
079-0303-00L,Methoden-Kolloquium (Masterarbeit),https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=193436&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,S. M. Schlachetzki
079-0900-00L,Masterarbeit MAS ETH,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=195958&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,S. Langenberg
079-0100-00L,Vom Archiv zum denkmalfachlichen Gutachten. Wissenschaftliche Fragen der Denkmalpflegepraxis,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=193643&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,S. Langenberg
079-0101-00L,Seminar Texte zur Denkmalpflege,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=193808&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,R. Rehm
079-0151-00L,Theorie und Geschichte der Denkmalpflege,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=193809&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,R. Rehm
079-0150-00L,Denkmalrecht,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=193623&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,S. Langenberg
079-0251-00L,Digital Heritage,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=193481&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,"S. Langenberg, O. Kasap"
079-0200-00L,Nachhaltige Bestandsentwicklung,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=194132&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,"S. Langenberg, F. Kastner"
079-0250-00L,Institutionen der Denkmalpflege in der Schweiz,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=193459&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,"R. Rehm, R. Frandsen, S. M. Schlachetzki"
079-0252-00L,Zukunft des Bestands,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=193501&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,"S. Langenberg, J. Fink"
063-0901-00L,Konstruktionsgeschichte: Herstellungstechnik und Baustelle,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=194794&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,S. Holzer
079-0353-00L,Vertiefungswoche,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=193731&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,S. Langenberg
052-0913-25L,Denkmalpflege: Schatzalp Keepsake,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=195398&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,S. Langenberg
079-0900-00L,Masterarbeit MAS ETH,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=195958&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,S. Langenberg
079-0303-00L,Methoden-Kolloquium (Masterarbeit),https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=193436&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,S. M. Schlachetzki
056-0001-01L,Architektur und Stadt I,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=194090&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,A. J. Bideau
056-0005-01L,Methoden des wissenschaftlichen Schreibens I,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=194344&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,"A. J. Bideau, S. Hefti"
056-0106-00L,Studienreise II,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=192877&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,A. J. Bideau
056-0201-01L,Wissenschaftliche Hausarbeit (1),https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=193683&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,A. J. Bideau
056-0003-01L,Architektur und Stadt III,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=194658&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,A. J. Bideau
056-0107-00L,Studienreise II,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=194208&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,A. J. Bideau
056-0210-01L,MAS-Arbeit Vorbereitung,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=193591&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,A. J. Bideau
078-0100-00L,Core Design and Research Studio I (EPFL),https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=193940&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,
078-0101-00L,Postproduction I (EPFL),https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=193941&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,
078-0104-00L,Fieldwork and Workshops (EPFL),https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=199998&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,
078-0105-00L,Integrated Discipline Cartography (EPFL),https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=200158&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,
078-0200-00L,"Habitat, Mobility & Society (EPFL)",https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=193960&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,
078-0202-00L,Landscapes & Ecosystems (EPFL),https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=194128&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,
078-0207-00L,Systems Thinking in the Age of Transition (EPFL),https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=194874&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,
078-0300-00L,Urban & Environmental Theory Session (EPFL),https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=194449&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,
078-0305-00L,Design Theory (EPFL),https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=200178&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,
900-0005-00L,5 Credit Project,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=193217&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,
900-0010-00L,10 Credit Project,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=193218&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,
900-0015-00L,15 Credit Project,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=193740&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,
900-0020-00L,20 Credit Project,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=193645&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,
900-0025-00L,25 Credit Project,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=194507&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,
900-0030-00L,30 Credit Project,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=193654&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,
900-0060-00L,60 Credit Project,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=194268&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,
